job_role,industry,automation_risk_pct,risk_level,automation_exposure_pct,task_repetition_pct,creativity_requirement_pct,physical_labor_pct,analytical_complexity_pct,social_interaction_pct,avg_salary_usd,experience_required_years,education_level,job_demand_index,job_growth_rate,skill_complexity_score,training_hours_needed,ai_dependency_current,ai_dependency_future,ai_tool_availability
Teacher,Legal,54.5,Medium,51.03,10.28,99.4,59.27,83.52,45.54,130435,14,Bachelor,0.0221,-0.0095,0.7689,324,0.0905,0.3192,AutoGPT
Graphic Designer,Construction,36.7,Medium,26.73,5.3,54.35,35.84,39.04,46.83,119242,4,Bachelor,0.9283,0.0692,0.8735,386,0.4569,0.3529,Midjourney
Software Engineer,Legal,91.52,High,29.58,85.56,47.36,2.07,1.13,41.07,143204,12,Bachelor,0.3537,-0.019,0.1992,223,0.673,0.0479,None
Customer Support,Manufacturing,63.45,Medium,45.88,92.73,95.46,9.69,35.23,23.3,47199,8,Master,0.6488,0.121,0.9856,331,0.9526,0.0619,Claude
Consultant,Legal,28.48,Low,29.33,9.06,15.59,29.05,49.89,38.66,90038,0,Bachelor,0.1846,-0.0251,0.7632,83,0.6476,0.4758,Midjourney
HR Specialist,Education,80.67,High,57.4,11.34,18.92,65.97,94.9,52.79,87786,10,Master,0.3213,-0.0658,0.1572,304,0.6507,0.8818,Copilot
Consultant,Legal,63.5,Medium,35.76,3.32,80.8,9.85,94.1,52.8,139636,12,Bachelor,0.7473,-0.0578,0.8407,35,0.7864,0.9424,None
Consultant,Tech,12.7,Low,28.2,10.45,26.08,56.07,18.09,76.17,79294,3,Bachelor,0.973,0.1336,0.499,231,0.5098,0.7757,ChatGPT
Consultant,Tech,11.42,Low,17.15,20.94,79.92,11.99,18.51,35.88,173737,5,High School,0.9921,0.0137,0.0665,415,0.0321,0.4044,Midjourney
Software Engineer,Marketing,93.81,High,44.84,97.01,27.15,21.16,16.34,71.68,30534,9,Bachelor,0.8097,0.0008,0.132,212,0.8899,0.3105,ChatGPT
Software Engineer,Education,28.79,Low,54.3,66.79,3.32,17.22,78.89,57.81,121828,7,High School,0.8472,-0.0828,0.4339,287,0.4025,0.2157,Midjourney
HR Specialist,Education,66.35,Medium,28.39,77.86,51.7,6.72,0.6,96.18,66132,13,Bachelor,0.9694,0.0833,0.5305,353,0.9847,0.5385,None
Data Analyst,Finance,3.64,Low,52.49,77.61,19.67,67.13,12.72,38.53,145720,2,High School,0.0403,0.0737,0.9475,451,0.4064,0.4825,Claude
Data Analyst,Education,55.65,Medium,51.21,53.51,75.78,46.34,53.8,90.12,66110,4,Bachelor,0.1702,-0.0061,0.2157,38,0.6683,0.4669,ChatGPT
Civil Engineer,Finance,23.11,Low,62.54,79.75,64.12,83.11,24.76,82.06,93580,6,Master,0.0527,0.0729,0.4741,124,0.4599,0.3162,None
Software Engineer,Marketing,13.96,Low,26.24,59.58,92.36,9.89,9.24,63.77,94016,0,Bachelor,0.5012,-0.0081,0.2259,275,0.2324,0.5819,Midjourney
Teacher,Marketing,77.35,High,27.31,31.45,78.3,14.47,35.99,65.45,76233,14,High School,0.9585,-0.0817,0.5584,491,0.9308,0.6079,AutoGPT
Sales Manager,Manufacturing,80.95,High,38.06,56.11,18.08,30.65,27.42,8.46,159863,6,High School,0.5824,0.0845,0.9093,119,0.6272,0.8752,Midjourney
Accountant,Tech,71.52,High,60.35,53.35,80.02,76.59,51.11,95.02,136311,12,Master,0.5554,0.1413,0.5678,162,0.4505,0.7614,ChatGPT
Plumber,Legal,1.12,Low,70.28,82.35,64.17,30.58,97.92,10.69,64409,11,High School,0.8267,0.0621,0.5101,414,0.1442,0.3299,AutoGPT
Consultant,Legal,28.49,Low,50.48,98.17,66.9,40.84,12.43,56.32,169810,10,Bachelor,0.9289,-0.0309,0.7501,454,0.9991,0.3795,None
Sales Manager,Energy,36.1,Medium,36.18,41.1,83.23,30.16,37.27,33.01,54054,7,Bachelor,0.6986,-0.0325,0.1476,127,0.8951,0.2395,Midjourney
HR Specialist,Energy,69.09,Medium,59.19,76.34,57.38,8.02,93.2,42.99,59709,7,Bachelor,0.8954,0.1322,0.9056,132,0.4228,0.1709,ChatGPT
UX Designer,Retail,75.55,High,63.87,9.98,46.6,93.94,87.69,61.02,139321,8,Bachelor,0.1752,-0.0242,0.5776,432,0.1715,0.1089,Copilot
Software Engineer,Construction,62.79,Medium,57.32,77.68,63.66,54.85,39.43,90.89,30363,5,Master,0.5034,0.092,0.6863,214,0.0297,0.0341,Gemini
Sales Manager,Manufacturing,78.91,High,61.94,37.14,29.8,78.78,69.9,45.76,40358,11,High School,0.3646,0.0607,0.819,331,0.1518,0.4177,Copilot
Plumber,Retail,42.73,Medium,26.19,3.94,18.26,65.84,8.79,98.77,164312,5,Bachelor,0.3325,0.0482,0.635,260,0.5344,0.9591,ChatGPT
Lawyer,Retail,54.18,Medium,53.0,36.32,61.66,51.43,71.25,59.28,75689,1,Bachelor,0.2143,-0.0547,0.6412,143,0.8158,0.538,Claude
Lawyer,Healthcare,6.43,Low,55.77,61.06,23.38,8.97,97.29,16.06,31936,2,High School,0.894,-0.0914,0.7296,261,0.3635,0.7422,Claude
Data Analyst,Healthcare,42.72,Medium,43.32,11.93,7.99,64.27,53.75,19.0,142272,3,Bachelor,0.4504,0.0222,0.0522,10,0.434,0.3977,Gemini
Nurse,Retail,43.26,Medium,52.6,92.4,0.06,15.54,49.85,71.61,121074,3,Bachelor,0.5303,0.147,0.3822,293,0.4733,0.3844,ChatGPT
Sales Manager,Education,61.15,Medium,22.65,7.77,60.83,41.44,18.73,5.04,30882,7,Bachelor,0.2763,-0.0511,0.9629,223,0.0176,0.1252,AutoGPT
Lawyer,Construction,37.79,Medium,73.1,93.0,36.21,62.91,63.38,48.03,135227,13,Bachelor,0.9629,0.0342,0.2579,404,0.177,0.2999,Midjourney
Customer Support,Manufacturing,23.85,Low,69.33,70.71,75.23,78.22,59.04,14.82,155865,0,Bachelor,0.6112,0.0677,0.5423,432,0.5009,0.9287,Copilot
UX Designer,Retail,23.76,Low,55.56,32.97,37.52,68.5,65.19,43.32,153745,9,Master,0.0007,0.0209,0.1754,133,0.2794,0.4902,AutoGPT
Accountant,Legal,13.39,Low,36.28,39.08,48.6,67.15,2.61,74.99,58885,13,Bachelor,0.2679,0.0267,0.3233,206,0.5233,0.2043,None
Civil Engineer,Construction,70.1,High,47.95,74.08,40.71,14.9,54.87,45.88,164275,3,Bachelor,0.9993,0.0653,0.7171,411,0.1081,0.6638,Copilot
Customer Support,Healthcare,62.26,Medium,51.42,60.15,65.06,34.61,59.49,16.35,163316,10,Bachelor,0.9748,0.1037,0.6431,29,0.8028,0.4054,Gemini
Civil Engineer,Legal,57.92,Medium,30.74,67.16,35.61,4.29,20.75,25.19,128322,11,High School,0.5446,-0.0167,0.4143,341,0.7837,0.8273,Gemini
UX Designer,Healthcare,53.1,Medium,43.9,38.92,96.38,71.95,20.83,36.75,98619,12,High School,0.5641,0.1248,0.9381,478,0.6699,0.0928,None
Graphic Designer,Healthcare,36.75,Medium,57.22,48.78,93.61,95.26,27.62,6.96,51584,10,Bachelor,0.9016,0.0212,0.775,356,0.5314,0.5218,Gemini
UX Designer,Construction,76.87,High,65.52,98.99,84.8,26.41,71.17,58.43,38521,10,Master,0.7086,0.0655,0.2679,323,0.3899,0.8012,None
Nurse,Healthcare,92.2,High,30.26,21.39,92.03,8.77,60.63,60.75,63541,3,Master,0.9322,-0.0734,0.4654,443,0.6827,0.8538,AutoGPT
Data Analyst,Marketing,44.0,Medium,57.97,41.79,44.91,47.56,84.58,6.22,59063,0,High School,0.4791,0.0231,0.878,178,0.7818,0.3963,AutoGPT
Doctor,Tech,40.91,Medium,48.14,29.18,53.64,85.67,29.57,40.23,100268,2,Master,0.9759,-0.096,0.0225,107,0.8086,0.741,Gemini
Graphic Designer,Marketing,16.27,Low,74.31,76.51,74.21,55.2,91.21,41.4,156218,4,Master,0.5395,-0.0022,0.5815,155,0.3476,0.9657,AutoGPT
Mechanic,Tech,67.07,Medium,51.82,76.4,69.61,4.68,74.37,33.38,148206,5,Bachelor,0.6448,-0.0864,0.232,171,0.1939,0.6219,Gemini
Doctor,Energy,55.81,Medium,55.39,29.24,89.07,97.43,39.5,55.77,163639,8,Master,0.0826,0.1242,0.0638,75,0.3418,0.8116,AutoGPT
Data Analyst,Energy,98.8,High,33.51,8.14,71.63,82.86,9.53,34.6,177193,8,Bachelor,0.6116,0.0682,0.9129,254,0.0077,0.5737,Gemini
Plumber,Healthcare,58.43,Medium,13.33,1.14,99.79,13.16,25.7,41.64,162746,8,High School,0.7678,0.098,0.8163,471,0.4232,0.7902,Midjourney
Mechanic,Manufacturing,28.86,Low,76.87,42.75,34.85,92.18,95.68,79.75,106411,10,Bachelor,0.4393,0.0169,0.1853,368,0.2735,0.9407,Midjourney
Electrician,Manufacturing,56.29,Medium,39.05,41.03,83.3,45.07,31.04,16.21,139876,0,Bachelor,0.5024,0.113,0.8369,330,0.79,0.7115,None
Customer Support,Tech,98.47,High,56.34,98.84,69.76,37.19,32.99,61.91,170399,11,Bachelor,0.3933,0.1183,0.1464,135,0.6748,0.1544,Copilot
Graphic Designer,Legal,72.33,High,37.35,46.98,69.14,46.11,18.96,50.56,53331,8,Bachelor,0.969,-0.0108,0.4762,229,0.026,0.0819,None
Lawyer,Construction,12.86,Low,63.26,25.64,32.58,83.46,80.69,30.51,53004,12,Master,0.4766,-0.0058,0.7258,370,0.1443,0.8121,Copilot
Lawyer,Healthcare,34.32,Medium,60.88,89.12,78.56,65.95,27.56,72.75,149243,7,Master,0.1262,0.0271,0.5338,292,0.5422,0.2584,None
UX Designer,Construction,29.87,Low,29.35,49.11,90.04,5.92,33.03,55.12,171564,1,Master,0.0289,-0.0894,0.8508,39,0.6181,0.8753,Gemini
Consultant,Marketing,85.68,High,65.7,59.92,21.85,95.76,41.43,47.74,174821,12,Master,0.7725,0.1489,0.6169,95,0.7689,0.1962,Copilot
Software Engineer,Manufacturing,61.12,Medium,22.57,9.57,62.55,14.78,43.37,66.77,93217,10,Master,0.5477,-0.0102,0.432,341,0.9683,0.911,AutoGPT
Data Analyst,Education,81.01,High,51.33,38.29,39.21,74.56,41.13,80.23,119044,0,High School,0.0028,0.0177,0.9252,265,0.7019,0.8052,Gemini
Lawyer,Marketing,17.62,Low,69.47,94.42,98.95,63.61,50.37,97.27,39045,0,Bachelor,0.3825,0.0887,0.0363,394,0.5449,0.8813,Midjourney
Teacher,Marketing,90.8,High,53.05,58.95,47.88,18.75,81.45,62.94,50116,11,Bachelor,0.914,-0.0256,0.4884,234,0.4144,0.2327,Claude
HR Specialist,Tech,5.83,Low,44.48,34.45,22.83,17.07,81.93,87.44,48667,5,Master,0.9478,-0.0496,0.6608,306,0.7382,0.8785,Midjourney
HR Specialist,Finance,37.48,Medium,76.48,62.57,38.19,87.03,79.83,0.11,105057,8,Bachelor,0.0536,-0.0681,0.8361,249,0.9348,0.5876,ChatGPT
Nurse,Marketing,1.41,Low,47.71,91.04,65.38,41.97,10.11,53.02,104205,6,Master,0.1234,0.032,0.5412,378,0.4229,0.084,Midjourney
Nurse,Healthcare,18.43,Low,57.61,27.4,7.61,65.46,79.97,21.46,57302,4,High School,0.0049,-0.0986,0.8855,455,0.5846,0.931,ChatGPT
Customer Support,Retail,96.22,High,37.65,50.51,60.36,50.41,12.03,9.42,172355,10,Bachelor,0.8687,0.0774,0.4263,266,0.207,0.1946,Copilot
Civil Engineer,Retail,7.85,Low,60.36,95.87,93.12,72.74,12.47,53.2,102534,1,Master,0.0709,0.0153,0.3171,142,0.8575,0.2135,Midjourney
Lawyer,Healthcare,14.54,Low,53.32,17.24,85.04,47.92,94.79,74.68,43440,0,High School,0.1079,0.033,0.9738,441,0.7135,0.704,Claude
Lawyer,Finance,92.48,High,60.88,71.97,6.77,28.74,81.94,41.23,141001,1,Bachelor,0.2276,-0.0342,0.6672,142,0.3547,0.5831,AutoGPT
Customer Support,Finance,71.02,High,51.01,61.45,99.34,36.34,55.24,67.01,76501,0,Bachelor,0.9172,-0.0554,0.4258,80,0.874,0.903,Midjourney
UX Designer,Tech,40.7,Medium,80.46,67.97,69.87,85.91,87.5,48.97,162341,2,Bachelor,0.6882,0.075,0.8782,349,0.9708,0.307,AutoGPT
Data Analyst,Manufacturing,6.88,Low,60.29,35.12,16.23,46.8,98.94,43.71,37868,5,Master,0.6169,-0.0474,0.6831,291,0.2885,0.0417,Midjourney
UX Designer,Construction,78.5,High,37.93,31.39,1.24,21.34,61.06,29.03,107909,12,Bachelor,0.7847,0.095,0.6379,314,0.1866,0.995,Midjourney
Plumber,Finance,49.27,Medium,74.39,68.42,17.13,93.46,61.29,38.26,114523,7,Bachelor,0.6933,-0.0491,0.7285,335,0.8319,0.3127,AutoGPT
Consultant,Education,32.3,Medium,58.89,21.55,83.82,79.66,75.44,34.98,45734,2,High School,0.7459,0.0532,0.7383,99,0.5824,0.1619,AutoGPT
Doctor,Tech,36.08,Medium,23.58,41.97,2.16,5.57,23.21,64.62,113600,9,Master,0.0737,0.061,0.493,326,0.8844,0.9844,Gemini
Accountant,Energy,50.53,Medium,45.14,18.82,23.31,99.89,16.71,11.6,38433,8,Bachelor,0.5898,0.0264,0.4193,268,0.3475,0.5629,Midjourney
Sales Manager,Legal,55.12,Medium,48.76,0.83,75.73,69.49,75.96,9.26,170183,9,Bachelor,0.7532,0.1492,0.9093,176,0.5813,0.1489,Midjourney
Doctor,Energy,81.81,High,49.17,97.01,58.61,16.03,34.49,66.0,133986,4,Master,0.5657,-0.006,0.4972,87,0.5772,0.8358,Claude
UX Designer,Tech,77.17,High,26.8,43.17,78.27,23.72,13.51,54.63,93753,6,High School,0.0118,0.1208,0.2158,186,0.1882,0.9454,AutoGPT
Customer Support,Marketing,76.71,High,65.89,96.93,74.62,69.24,31.49,43.02,143783,7,Master,0.2111,-0.0577,0.5216,279,0.9919,0.8813,AutoGPT
Lawyer,Construction,72.93,High,42.62,14.03,5.06,77.98,35.86,15.24,51751,2,Bachelor,0.9629,-0.0157,0.0344,29,0.6641,0.1986,ChatGPT
Customer Support,Legal,75.78,High,59.72,58.74,89.25,23.9,96.52,41.1,177525,1,Bachelor,0.7047,-0.0637,0.7233,451,0.6641,0.0527,ChatGPT
Mechanic,Energy,67.76,Medium,38.53,20.1,22.7,25.7,69.8,78.97,78570,1,High School,0.6885,0.0509,0.127,437,0.2969,0.3713,AutoGPT
Business Analyst,Legal,86.8,High,54.27,79.01,55.34,30.71,53.09,88.96,54503,4,Master,0.6603,0.0596,0.1117,146,0.6504,0.3548,Claude
Mechanic,Education,55.75,Medium,78.35,78.37,64.43,59.8,96.89,70.26,163851,14,Master,0.1278,0.0134,0.9464,200,0.833,0.4059,Copilot
Software Engineer,Education,52.08,Medium,39.59,11.26,16.86,17.18,90.31,5.99,116840,0,High School,0.0041,0.08,0.7726,455,0.8135,0.799,Midjourney
Customer Support,Education,70.13,High,50.94,91.21,97.62,10.42,51.2,67.04,161827,14,Bachelor,0.4407,0.1169,0.4142,271,0.9197,0.0096,Copilot
Lawyer,Tech,16.6,Low,59.31,19.46,48.82,67.89,90.57,24.1,69263,1,Master,0.4443,0.0941,0.2396,459,0.1487,0.6748,Claude
Nurse,Construction,77.7,High,59.88,61.3,5.76,77.91,40.43,31.53,138491,12,Bachelor,0.8118,-0.0396,0.8435,111,0.1828,0.9852,Copilot
Accountant,Tech,93.62,High,57.23,98.56,93.73,50.09,23.04,19.59,85087,8,Master,0.1816,-0.0199,0.9686,114,0.7102,0.3992,ChatGPT
Data Analyst,Retail,29.63,Low,49.3,88.24,58.63,36.38,23.27,77.58,81482,6,Bachelor,0.2751,-0.0049,0.5084,308,0.8077,0.4851,Gemini
Accountant,Marketing,61.1,Medium,68.36,95.66,69.92,43.2,66.23,64.86,152989,14,Master,0.0782,-0.0491,0.5801,329,0.6743,0.628,Copilot
Data Analyst,Marketing,3.26,Low,41.07,34.26,52.52,38.84,50.11,61.18,178472,14,Bachelor,0.3999,-0.0097,0.2431,106,0.1429,0.2856,Gemini
Business Analyst,Education,76.58,High,57.48,10.56,83.47,96.0,65.9,66.8,70115,5,High School,0.256,-0.0405,0.5893,309,0.5949,0.7185,Copilot
Lawyer,Retail,55.97,Medium,54.75,18.83,3.31,76.81,68.61,23.68,44249,8,Bachelor,0.2629,0.1489,0.4006,14,0.7484,0.203,Claude
UX Designer,Finance,67.37,Medium,24.36,50.05,26.84,20.81,2.23,44.46,140361,6,PhD,0.2541,0.0958,0.8456,150,0.137,0.0648,Gemini
Doctor,Finance,14.3,Low,41.05,79.32,46.96,38.42,5.4,63.33,54600,13,Bachelor,0.2315,0.115,0.3771,385,0.0558,0.8013,Copilot
Graphic Designer,Education,80.95,High,40.89,15.02,7.66,54.4,53.27,63.66,67706,10,Bachelor,0.3198,0.1305,0.6488,152,0.2548,0.1765,Claude
Customer Support,Energy,25.59,Low,48.79,65.97,70.59,61.3,19.1,79.19,49222,4,Bachelor,0.5367,0.0663,0.2035,246,0.0908,0.7315,None
Consultant,Tech,68.48,Medium,47.48,32.36,39.37,46.82,63.25,28.71,129041,14,Bachelor,0.4377,-0.056,0.0907,384,0.1485,0.8713,None
Data Analyst,Education,59.31,Medium,56.78,34.12,27.27,81.01,55.22,77.03,134504,8,Master,0.0634,0.0896,0.0404,427,0.2034,0.0458,AutoGPT
Lawyer,Manufacturing,65.38,Medium,67.18,66.19,0.34,76.76,58.58,44.02,71139,5,Master,0.4259,-0.0961,0.4156,193,0.5307,0.7067,None
Teacher,Legal,5.02,Low,42.49,46.7,71.98,50.52,30.25,67.02,144919,5,High School,0.8463,-0.0717,0.1635,210,0.1559,0.6462,ChatGPT
Civil Engineer,Marketing,74.19,High,76.88,81.2,83.38,85.44,63.98,45.57,71302,10,PhD,0.1007,-0.0926,0.9935,355,0.6047,0.6239,Midjourney
Business Analyst,Finance,79.52,High,57.88,15.59,39.5,75.11,82.95,94.86,117838,3,Master,0.9444,-0.0661,0.7984,39,0.2907,0.2954,Claude
Sales Manager,Healthcare,47.48,Medium,85.55,78.99,56.42,77.86,99.81,17.93,169718,12,Master,0.3086,0.088,0.6934,321,0.3106,0.0456,Claude
Sales Manager,Finance,40.89,Medium,61.97,6.42,22.77,95.64,83.84,67.5,174615,11,Bachelor,0.0145,0.1214,0.8033,133,0.9674,0.0985,ChatGPT
Marketing Specialist,Marketing,34.25,Medium,33.93,19.41,62.22,26.65,55.75,57.65,108353,0,Master,0.2532,-0.0303,0.2627,479,0.8052,0.2729,Gemini
Civil Engineer,Legal,92.79,High,37.24,65.61,1.21,26.76,19.34,17.27,118992,4,High School,0.0697,-0.0702,0.8793,418,0.4241,0.4062,Copilot
Doctor,Marketing,75.51,High,80.84,85.49,48.86,88.9,68.14,6.6,81428,10,Bachelor,0.5664,-0.0318,0.9956,497,0.4475,0.9181,Gemini
Software Engineer,Healthcare,69.86,Medium,65.42,25.27,64.42,77.22,93.77,79.91,53777,8,Master,0.3163,0.0618,0.2899,333,0.1148,0.6841,Claude
Data Analyst,Education,92.56,High,48.85,32.72,91.82,92.65,21.19,15.75,87939,12,High School,0.8069,-0.0124,0.9846,134,0.8445,0.0261,AutoGPT
Product Manager,Retail,34.88,Medium,28.54,53.71,38.13,6.31,25.6,18.65,116450,7,High School,0.7326,0.1403,0.3204,312,0.004,0.9197,None
Data Analyst,Healthcare,63.01,Medium,32.94,21.16,76.52,62.78,14.9,97.84,53548,7,Master,0.4686,-0.0673,0.0117,293,0.1445,0.7203,Copilot
HR Specialist,Marketing,68.61,Medium,56.42,81.12,59.77,14.46,73.67,71.73,155549,4,Master,0.5606,0.1476,0.3672,302,0.5341,0.4926,None
Lawyer,Marketing,99.62,High,56.14,77.36,92.7,50.39,40.66,25.05,167799,11,High School,0.6088,-0.0969,0.9975,339,0.1884,0.463,None
Civil Engineer,Manufacturing,42.72,Medium,12.12,14.53,39.84,15.57,6.27,59.09,177764,8,Master,0.2707,0.0129,0.6352,82,0.6328,0.9332,Midjourney
Accountant,Manufacturing,40.02,Medium,48.9,46.38,31.91,12.81,87.49,53.41,61625,2,Bachelor,0.1394,-0.037,0.6955,260,0.0036,0.55,None
Customer Support,Construction,8.45,Low,44.82,77.48,88.71,1.22,55.77,84.45,54918,2,Bachelor,0.3765,0.0416,0.2383,136,0.0984,0.5028,Midjourney
Consultant,Manufacturing,9.85,Low,43.29,33.73,4.92,63.02,33.11,72.93,144826,0,Master,0.0949,-0.0759,0.1459,301,0.7647,0.7746,Copilot
Consultant,Tech,51.18,Medium,44.54,63.31,13.64,35.9,34.4,83.17,144881,8,Bachelor,0.3149,0.119,0.8855,394,0.5765,0.5931,Claude
Teacher,Retail,17.12,Low,14.86,5.02,8.24,10.52,29.03,21.15,45577,5,High School,0.5526,-0.0659,0.4134,231,0.0195,0.2489,AutoGPT
Business Analyst,Legal,7.29,Low,46.23,60.87,84.31,32.28,45.55,64.02,115155,1,Bachelor,0.5401,0.0468,0.0041,340,0.2058,0.9989,ChatGPT
Sales Manager,Healthcare,96.49,High,21.95,15.27,1.06,16.89,33.7,4.02,141776,7,Bachelor,0.1206,-0.0917,0.2942,162,0.239,0.2808,None
Customer Support,Marketing,95.14,High,77.34,83.06,86.17,94.17,54.79,6.89,129246,11,Bachelor,0.0083,-0.0223,0.1957,340,0.8491,0.6831,AutoGPT
Nurse,Construction,32.53,Medium,48.3,35.54,45.13,32.0,77.35,71.35,172226,8,Master,0.0889,-0.0626,0.6038,306,0.5825,0.4897,None
HR Specialist,Construction,78.99,High,43.0,28.16,0.4,33.4,67.45,2.44,124948,8,Master,0.0362,0.1445,0.7561,192,0.5414,0.1218,None
Consultant,Legal,87.25,High,65.84,84.09,40.16,83.99,29.45,57.98,51341,1,Bachelor,0.4005,-0.097,0.4975,78,0.0867,0.959,Gemini
Business Analyst,Retail,46.47,Medium,40.89,5.01,18.68,64.78,52.87,84.04,127554,1,Master,0.3898,-0.0119,0.1859,228,0.6569,0.3357,AutoGPT
Customer Support,Healthcare,22.37,Low,64.9,39.66,62.44,71.02,84.01,37.99,137798,12,High School,0.2416,-0.0243,0.058,480,0.1559,0.657,AutoGPT
Data Analyst,Finance,12.98,Low,35.81,37.0,67.94,63.6,6.82,4.48,76330,6,High School,0.2154,0.0643,0.3135,66,0.5217,0.7377,Gemini
UX Designer,Manufacturing,14.08,Low,43.64,28.48,48.75,94.62,7.83,71.38,117759,10,Master,0.3964,-0.0859,0.806,476,0.5926,0.3947,ChatGPT
Data Analyst,Education,79.69,High,55.83,91.18,4.05,20.7,55.62,92.97,116807,3,High School,0.0866,0.1027,0.4195,12,0.8419,0.2607,ChatGPT
Customer Support,Construction,38.44,Medium,79.3,75.09,65.61,98.9,63.91,71.72,63313,12,High School,0.2143,0.0166,0.2523,401,0.8064,0.0589,Midjourney
Mechanic,Manufacturing,69.35,Medium,36.88,6.39,84.2,83.1,21.14,57.84,76900,0,Bachelor,0.4057,0.0132,0.0207,313,0.1901,0.9516,None
Electrician,Manufacturing,53.87,Medium,68.3,71.47,72.03,58.9,74.52,23.0,108840,7,Bachelor,0.0948,-0.0433,0.4961,68,0.9162,0.5821,ChatGPT
Customer Support,Tech,39.47,Medium,61.2,52.73,83.0,66.24,64.63,1.54,116072,1,Master,0.8408,0.0225,0.6848,378,0.0028,0.7164,Copilot
Doctor,Retail,12.38,Low,82.43,90.09,20.05,64.88,92.33,69.47,126367,13,Bachelor,0.676,-0.009,0.1903,301,0.3301,0.4689,Midjourney
Business Analyst,Education,33.34,Medium,18.01,31.29,88.89,5.84,16.9,23.1,79156,2,High School,0.3831,-0.0387,0.5372,192,0.0664,0.2332,Claude
Mechanic,Finance,84.02,High,51.45,57.42,32.22,21.8,75.14,85.82,117453,4,Bachelor,0.1504,-0.0578,0.4207,88,0.721,0.9954,Midjourney
Product Manager,Marketing,81.14,High,51.53,50.08,1.34,96.15,8.36,46.64,55938,13,Bachelor,0.1942,0.0821,0.7039,342,0.5002,0.9674,None
Software Engineer,Tech,2.84,Low,52.97,48.96,84.34,53.44,56.53,53.06,89164,2,Bachelor,0.1201,-0.0645,0.8606,487,0.1749,0.86,AutoGPT
Electrician,Manufacturing,14.03,Low,46.21,45.61,94.18,37.84,55.19,75.39,90282,6,Bachelor,0.1601,-0.058,0.307,178,0.0851,0.9161,AutoGPT
Software Engineer,Manufacturing,75.59,High,45.2,20.56,65.56,76.2,38.84,77.94,77801,6,Master,0.4225,0.0443,0.9048,83,0.2261,0.575,Midjourney
Consultant,Energy,33.57,Medium,70.83,75.57,23.14,52.45,84.46,64.27,170537,13,Master,0.2457,-0.0435,0.707,68,0.9208,0.3678,Gemini
Doctor,Education,64.36,Medium,15.63,45.13,25.17,1.32,0.44,93.84,33326,1,Bachelor,0.8846,0.0148,0.0372,171,0.6777,0.3432,None
Data Analyst,Education,56.27,Medium,73.83,95.85,46.66,73.62,52.02,98.23,164731,12,Bachelor,0.9609,0.0382,0.7912,39,0.2422,0.9337,ChatGPT
Nurse,Energy,65.21,Medium,40.34,26.08,89.78,73.22,21.72,94.69,145819,12,Bachelor,0.6914,-0.0314,0.4946,98,0.8937,0.9589,AutoGPT
Plumber,Education,5.37,Low,53.05,68.27,14.96,16.51,74.35,82.42,34763,6,Master,0.8088,-0.0141,0.9455,327,0.1365,0.4405,AutoGPT
Lawyer,Manufacturing,93.11,High,64.68,94.07,82.6,95.67,4.31,70.56,171900,10,PhD,0.2551,-0.0474,0.3236,79,0.6884,0.6071,Copilot
Graphic Designer,Construction,2.1,Low,57.3,66.35,29.13,22.39,83.16,66.33,77588,5,High School,0.665,0.0151,0.5912,320,0.4248,0.8053,None
Electrician,Healthcare,0.8,Low,72.24,87.13,80.86,45.77,83.81,10.38,41221,9,Master,0.058,0.1481,0.9561,366,0.2683,0.7025,ChatGPT
Customer Support,Manufacturing,22.62,Low,59.17,82.75,92.03,11.47,83.29,27.15,172283,8,Bachelor,0.9602,-0.0093,0.2712,474,0.2623,0.8697,None
Mechanic,Tech,99.35,High,37.2,36.01,42.75,60.33,15.26,0.57,43569,12,High School,0.6702,0.0633,0.472,109,0.5008,0.6086,AutoGPT
Marketing Specialist,Retail,7.25,Low,53.53,60.01,36.51,37.55,63.04,13.74,67860,8,High School,0.3169,0.059,0.7525,497,0.9315,0.5825,Gemini
Graphic Designer,Energy,87.45,High,17.46,15.63,80.22,35.32,1.44,43.92,75337,1,Bachelor,0.773,0.0966,0.6911,105,0.7423,0.3758,AutoGPT
Accountant,Finance,15.91,Low,73.68,53.55,52.95,82.7,84.8,14.65,174587,6,Bachelor,0.0158,0.078,0.8387,287,0.6621,0.0733,ChatGPT
Marketing Specialist,Marketing,10.91,Low,32.1,23.04,68.44,0.96,72.3,90.17,101695,4,High School,0.3762,-0.0971,0.5198,384,0.8755,0.0555,Copilot
UX Designer,Finance,77.9,High,69.09,74.37,62.28,79.79,53.12,80.57,136749,12,Bachelor,0.8957,-0.0227,0.3189,362,0.5703,0.1518,ChatGPT
Data Analyst,Manufacturing,84.67,High,61.0,52.81,15.29,57.14,73.06,7.16,73790,5,Bachelor,0.2632,0.1176,0.5351,31,0.1919,0.0578,None
Doctor,Tech,79.22,High,49.72,41.12,84.48,98.61,9.43,24.89,98580,0,Bachelor,0.6679,0.0349,0.35,365,0.9772,0.5351,None
Business Analyst,Manufacturing,24.1,Low,46.23,26.88,19.58,58.94,52.87,81.91,35636,6,Bachelor,0.3601,-0.0739,0.1764,91,0.5347,0.4036,Gemini
Lawyer,Retail,87.98,High,44.85,99.87,93.23,5.54,29.13,80.3,107129,5,High School,0.3924,-0.031,0.555,229,0.3153,0.0263,Copilot
